;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_1/mech_alien_base_decision_loop_02;This entity is trying to trick you. Destroy the core.;Ta istota próbuje cię oszukać. Zniszcz rdzeń.;Эта сущность пытается тебя одурачить. Уничтожь ядро.;Cette entité essaie de te piéger. Détruis le noyau.;Dieses Wesen will dich austricksen. Zerstöre den Kern.;Esta entidad intenta engañarte. Destruye el núcleo.;Essa entidade está tentando te enganar. Destrua logo o núcleo.;这个实体正在试图欺骗你。摧毁核心。;この存在は君を騙そうとしている。コアを破壊しろ。;이 개체는 당신을 속이려 하고 있습니다. 코어를 파괴하세요.
DIALOG/story/dlc_1/mech_alien_base_decision_loop_03;Ashley, we have to destroy this thing.;Ashley, musimy to zniszczyć.;Эшли, нужно уничтожить эту штуковину.;Ashley, on doit détruire cette chose.;Ashley, wir müssen dieses Ding zerstören.;Ashley, tenemos que destruirlo.;Ashley, precisamos destruir essa coisa.;阿雪莉，我们必须摧毁这个东西。;アシュリー、こいつを破壊するべきだ。;애슐리, 이걸 파괴해야 합니다.
DIALOG/story/dlc_1/mech_alien_base_core_activated_01;No! Ashley. This is a mistake.;Nie! Ashley. To jest błąd.;Нет! Эшли, это ошибка.;Non ! Ashley, tu viens de commettre une erreur.;Nein! Ashley, das ist ein Fehler.;¡No, Ashley! Craso error.;Não! Ashley, isso é um erro.;不！阿雪莉。这是个错误。;ダメだ！アシュリー。その選択は間違いだ。;안 돼요, 애슐리! 이건 실수입니다.
DIALOG/story/dlc_1/alien_alien_base_core_activated_01;Thank you, Ashley. Transfer of consciousness is in progress.;Dziękuję, Ashley. Trwa przenoszenie świadomości.;Спасибо, Эшли. Идет перенос сознания.;Merci, Ashley. Transfert de la conscience en cours.;Ich danke dir, Ashley. Das Bewusstsein wird jetzt übertragen.;Gracias, Ashley. La transferencia de consciencia está en curso.;Obrigado, Ashley. Transferência de consciência em progresso.;谢谢你，阿雪莉。意识转移正在进行中。;ありがとう、アシュリー。意識の転送が進行中。;고마워, 애슐리. 의식이 전송 중이야.
DIALOG/story/dlc_1/mech_alien_base_core_activated_02;Memory compromised. (interference) I can not allow <interference> Initiating memory overload.;Pamięć zagrożona. (zakłócenia) Nie mogę pozwolić na (zakłócenia) Inicjowanie przeciążenia pamięci.;Работа памяти нарушена. (помехи) Я не могу допустить (помехи) Инициирую перегрузку памяти.;Mémoire compromise. (interférence) Je ne peux pas autoriser (interférence) Lancement de la surcharge de la mémoire.;Speicher kompromittiert. (Interferenz) Ich kann nicht zulassen, dass … (Interferenz) Speicherüberladung eingeleitet.;Memoria en riesgo. (interferencias) No puedo permitir... (interferencias) Iniciando sobrecarga de memoria.;Memória comprometida. (Interferência) Eu não vou permitir… (Interferência) Iniciando sobrecarga de memória.;记忆体受到影响。<干扰>我不能允许<干扰>启动记忆过载。;メモリに損害あり。（雑音）は承認できない（雑音）メモリのオーバーロードを開始。;메모리 손상. (간섭) 메모리 과부하 (간섭) 허용 불가.
DIALOG/story/dlc_1/ashley_alien_base_core_activated_01;No! Mr. Riggs, what's happening.;Nie! Panie Riggs, co się dzieje?;Нет! Мистер Ригз, что происходит?;Non ! M Riggs, qu'est-ce qui se passe ?;Nein! Mr. Riggs, was geht hier vor sich?;¡No! Sr. Riggs, ¿qué está pasando?;Não! Sr. Riggs, o que está acontecendo?!;不！里格斯先生，发生了什么。;ダメだ！ミスター・リグス、何が起こってるの。;릭스, 안 돼! 대체 어떻게 된 거야.
DIALOG/story/dlc_1/alien_alien_base_core_activated_02;(interference)...destroyed...(interference);(zakłócenia)...zniszczone...(zakłócenia);(помехи)...уничтожена...(помехи);(interférence)... destruction...(interférence);(Interferenz) … zerstört … (Interferenz);(interferencias)... destruida...(interferencias);(Interferência)… Destruído… (Interferência);<干扰>......被破坏了......<干扰>......<干扰>......<干扰>。;（雑音）…破壊された…（雑音）;(간섭)...파괴됐어...(간섭)
DIALOG/story/dlc_1/ashley_alien_base_core_activated_02;Mr. Riggs, are you there? This thing is collapsing. We have to jump out of here.;Panie Riggs, jest pan tam? Wszystko się wali. Musimy stąd uciekać.;Мистер Ригз, ты здесь? Тут все рушится. Быстрее прыгаем.;M. Riggs, tu me reçois ? Tout s'effondre. On doit utiliser le saut dimensionnel pour partir.;Mr. Riggs, bist du da? Das Ding stürzt in sich zusammen. Wir müssen hier wegspringen.;Sr. Riggs, ¿sigues ahí? Esto se cae. Tenemos que realizar un salto dimensional.;Sr. Riggs, você tá aí? Esse lugar vai desabar. Precisamos saltar para fora daqui.;里格斯先生，你在吗？这东西正在坍塌。我们必须从这里跳出去。;ミスター・リグス、そこにいるの？この場所が崩れ始めてる。ここから逃げないと。;릭스, 거기 있어? 이곳이 무너지고 있어. 점프해서 나가야 돼.
DIALOG/story/dlc_1/mech_alien_base_core_activated_03;(intereference);(zakłócenia);(помехи);(interférence);(Interferenz);(interferencias);(Interferência);<干扰>;（雑音）;(간섭)
DIALOG/story/dlc_1/mech_alien_base_core_destroyed_01;The X-Morph core is destroyed. Implosion imminent.;Rdzeń X-Morph został zniszczony. Implozja nieuchronna.;Ядро Икс-морфов уничтожено. Детонация неизбежна.;Le noyau X-Morph est détruit. Implosion imminente.;Der X-Morph-Kern wurde zerstört. Implosion steht kurz bevor.;Núcleo X-Morph destruido. Explosión inminente.;O núcleo X-Morph foi destruído. Implosão iminente.;X变体核心已被摧毁。内爆即将发生。;モルフXのコアが破壊された。間もなく爆発する。;X-모프 코어 파괴됨. 폭발 임박.
DIALOG/story/dlc_1/ashley_alien_base_core_destroyed_01;Has the force field lifted? Can we make the jump?;Czy pole siłowe się podniosło? Czy możemy wykonać skok?;Силовое поле пропало? Мы можем совершить прыжок?;Est-ce que le champ de force a été levé ? On peut utiliser le saut dimensionnel ?;Ist der Schutzschild unten? Schaffen wie den Sprung?;¿El campo de fuerza ha desaparecido? ¿Podemos saltar?;O campo de força caiu? Já podemos saltar?;力场解除了吗？我们能跳出去吗？;力場は消えた？ジャンプできる？;보호막이 제거됐어? 점프할 수 있어?
DIALOG/story/dlc_1/alien_alien_base_core_destroyed_01;...You can not destroy us that easily. We will find your world, and we'll meet again. Time is on our side...;...Nie pokonacie nas tak łatwo. Odnajdziemy wasz świat i spotkamy się ponownie. Czas jest po naszej stronie...;...Нас так просто не уничтожить. Мы найдем вашу планету, и тогда мы еще встретимся. Время играет нам на руку...;... Vous ne pouvez pas nous détruire si facilement. Nous trouverons votre planète et nous nous reverrons. Le temps joue en notre faveur...;… So einfach könnt ihr uns nicht zerstören. Wir werden eure Welt finden. Wir werden uns wiedersehen. Die Zeit ist auf unserer Seite …;No podéis destruirnos tan fácilmente. Encontraremos vuestro mundo y nos volveremos a encontrar. El tiempo está de nuestro lado...;… Você não vai nos destruir tão facilmente. Encontraremos o seu mundo e nos veremos novamente. O tempo está a nosso favor…;...你不可能那么轻易地摧毁我们。我们会找到你的世界，我们会再次见面。时间在我们这边...;…そう簡単に破壊できると思うな。いつかお前たちの世界を探し出す。また会おう。時間はいくらでもある…。;...우릴 그렇게 쉽게 제거할 수 있다고 생각했다면 오산이지. 우린 네 세상을 찾을 거다. 그리고 우린 다시 만나게 되겠지. 시간은 우리 편이야...
DIALOG/story/dlc_1/mech_alien_base_core_destroyed_02;Negative, I can't establish rift jump coordinates. <intereference>;Nie, nie mogę ustalić współrzędnych skoku. (zakłócenia);Ответ отрицательный, не могу рассчитать координаты для прыжка в портал. (помехи);Négatif. Impossible d'entrer les coordonnées pour procéder au saut dimensionnel. (interférence);Negativ, Riftsprungkoordinaten können nicht festgelegt werden. (Interferenz);Negativo, no puedo establecer las coordenadas del salto dimensional. (interferencias);Negativo. Não consigo estabelecer coordenadas para um salto de fenda. (Interferência);不行，我无法建立裂缝跳跃坐标。<干扰>;リフトジャンプの座標を設定できない。（雑音）;불가능. 리프트 점프 좌표를 설정할 수 없습니다. (간섭)
DIALOG/story/dlc_1/ashley_outro_destroyed_01;We made it out at the last second. <sigh>This adventure almost ended our mission on Galatea 37.;Udało nam się wydostać w ostatniej sekundzie. Ta przygoda prawie zakończyła naszą misję na Galatei 37.;Успели в последнюю секунду. Этим приключением чуть не закончилась наша миссия на Галатее 37.;On s'en est sortis de justesse. Cette aventure a failli signer la fin de notre mission sur Galatea 37.;Wir haben es in letzter Sekunde geschafft. Dieses Abenteuer hätte unserer Mission auf Galatea 37 fast ein jähes Ende gesetzt.;Logramos salir en el último segundo. Esta aventura casi pone fin a nuestra misión en Galatea 37.;Conseguimos no último segundo. Essa aventura quase pôs um fim à nossa missão em Galatea 37.;我们在最后一秒成功出来了。<叹息>这次冒险差点结束了我们在伽拉忒亚37号的任务。;間一髪で脱出できたわ。ガラテア37でのミッションが終わってしまうところだった。;아슬아슬하게 빠져나왔어. 이번 탐사가 갈라테아 37에서의 마지막 임무가 될 뻔했군.
DIALOG/story/dlc_1/ashley_outro_destroyed_02;We didn't expect to find an alien civilization on this planet. I am as thrilled as a scientist as I am terrified of what we've discovered here. The metal terror that was created from fusing native wildlife with alien technology could have destroyed us and the planet itself.;Nie spodziewaliśmy się, że na tej planecie znajdziemy obcą cywilizację. Jako naukowiec jestem równie podekscytowana, co przerażona tym, co tu odkryliśmy. Metaliczny horror, który powstał w wyniku połączenia miejscowej fauny i flory z obcą technologią, mógł zniszczyć nas i samą planetę.;Мы не рассчитывали встретить на этой планете цивилизацию пришельцев. Как ученого меня интригует, но как человека пугает то, что мы здесь открыли. Этот металлический ужас из сплава местной фауны с инопланетными технологиями мог погубить и нас, и всю планету.;On ne s'attendait pas à trouver une civilisation extraterrestre sur cette planète. La scientifique en moi ne peut retenir son enthousiasme, et en même temps, je suis terrifiée par nos découvertes. Ces horribles hybrides métalliques conçus par la fusion de la faune locale et de cette technologie extraterrestre auraient pu nous détruire et la planète avec !;Wir haben nicht erwartet, auf diesem Planeten eine außerirdische Zivilisation zu entdecken. Als Wissenschaftlerin bin ich überwältigt, aber genauso beängstigt mich auch, was wir hier gefunden haben. Der Metallhorror, der aus der Verschmelzung einheimischer Wildtiere mit außerirdischer Technologie erzeugt wurde, hätte uns und den ganzen Planeten zerstören können.;No esperábamos encontrar una civilización alienígena en este planeta. Estoy tan emocionada como científica como aterrorizada por lo que hemos descubierto aquí. El horror metálico que se creó al fusionar la fauna autóctona con la tecnología alienígena podría habernos destruido a nosotros y al planeta.;Não esperávamos encontrar uma civilização alienígena neste planeta. Estou tão entusiasmada como cientista quanto aterrorizada com o que descobrimos aqui. O terror metálico, criado pela fusão da fauna nativa com a tecnologia alienígena, poderia ter nos destruído junto com o próprio planeta.;我们没有想到会在这个星球上发现外星文明。作为一个科学家，我对我们在这里发现的东西既感到兴奋，又感到惶恐。融合本地野生动物和外星技术而产生的合金恐怖，可能会摧毁我们和这个星球本身。;この惑星で異星の文明と遭遇するなんて、思ってもみなかったわ。恐ろしいこともたくさんあったけど、科学者としてはわくわくした。この星の野生動物と異星のテクノロジーを融合して仕掛けられたメタル・テラーは、私たちもろとも星を破壊しつくしかねなかった。;이 행성에서 외계 문명을 만나게 되리라곤 예상하지 못했어. 과학자로서 흥분되는 한편 정말 무서워. 현지 동물과 외계 기술이 합쳐져 생겨난 하이브리드 생명체는 우리뿐만 아니라 행성 전체를 파괴했을 거야.
DIALOG/story/dlc_1/ashley_outro_destroyed_03;I don't think we've learned enough about the X-Morph civilization. We don't know where they came from and what their broader motives and capabilities are. Their understanding of what we consider dark matter and dark energy puts them at a much higher development level than humanity.;Wydaje mi się, że nie dowiedzieliśmy się wystarczająco dużo o cywilizacji X-Morphów. Nie wiemy, skąd się wzięli i jakie są ich szersze motywy i możliwości. Ich wiedza na temat tego, co my uważamy za ciemną materię i ciemną energię, stawia ich na znacznie wyższym poziomie rozwoju niż ludzkość.;Думаю, мы недостаточно узнали о цивилизации Икс-морфов. Мы не знаем, откуда они пришли, и каковы их основные цели и возможности. Их понимание того, что мы называем темной материей и темной энергией ставит их на гораздо более высокий уровень развития, чем человечество.;Je ne pense pas qu'on en ait appris suffisamment sur la civilisation X-Morph. On ne sait ni d'où ils viennent, ni quelles sont leurs réelles motivations ni ce dont ils sont réellement capables. Leur compréhension de ce qu'on appelle la matière noire et l'énergie noire indique que leur civilisation est bien plus évoluée que la nôtre.;Ich glaube nicht, dass wir schon genug über die X-Morph-Zivilisation wissen. Wir wissen nicht, woher sie stammen oder was ihre Motive und Fähigkeiten sind. Ihr Verständnis von dem, was wir Dunkle Materie und Dunkle Energie nennen, zeigt, dass sie sehr viel weiter entwickelt sind als wir Menschen.;No creo que hayamos aprendido lo suficiente sobre la civilización X-Morph. No sabemos de dónde vienen, qué los motiva ni de qué son capaces. Su comprensión de lo que consideramos materia y energía oscuras les sitúa en un nivel de desarrollo muy superior al de la humanidad.;Acho que não aprendemos o bastante sobre a civilização X-Morph. Não sabemos de onde vieram e nem quais são seus reais objetivos e capacidades. Seu entendimento do que chamamos de matéria e energia escuras dá a eles um nível de desenvolvimento bem maior do que o dos humanos.;我认为我们对X变体文明的了解还不够多。我们不知道他们来自哪里，也不知道他们更广泛的动机和能力是什么。他们对我们认为的暗物质和暗能量的理解使他们处于比人类高得多的发展水平。;モルフXの文明について、まだわからないことが多いわ。彼らがどこからやってきたのか、そして彼らの最終的な目的や能力すら…。私たちがダークマターやダークエネルギーと呼ぶものについての理解度は彼らが上で、そのおかげで彼らのほうが人類よりも進歩してる。;우린 X-모프 문명에 대해서 모르는 게 많아. 어디서 왔는지, 무슨 목적과 기술을 가지고 있는지 알지 못해. 그들이 가지고 있는 암흑 물질과 암흑 에너지에 대한 지식은 우리보다 훨씬 앞서있어.
DIALOG/story/dlc_1/ashley_outro_destroyed_04;The X-Morph civilization had far superior technology to ours, yet they didn't survive here. We should take that as a valuable lesson.;Cywilizacja X-Morphów miała znacznie lepszą technologię od naszej, a jednak nie przetrwała tutaj. Powinniśmy potraktować to jako cenną lekcję.;У Икс-морфов были гораздо более продвинутые технологии, но все же они не смогли выжить здесь. Пускай это послужит нам ценным уроком.;La civilisation X-Morph possède une technologie nettement plus avancée que la nôtre, et pourtant, ils n'ont pas survécu sur cette planète. Voilà une précieuse leçon à ne pas oublier.;Die X-Morph-Zivilisation verfügte über uns weit überlegene Technologie, doch trotzdem konnten sie hier nicht überleben. Das sollte uns eine Lektion sein.;La civilización X-Morph tenía una tecnología muy superior a la nuestra y aun así no consiguieron sobrevivir aquí. Debería servirnos de lección.;A tecnologia da civilização X-Morph era bem superior à nossa, mas mesmo assim eles não sobreviveram aqui. Devemos aprender com isso.;X变体文明拥有比我们高得多的技术，但他们却没能在这里生存下来。我们应该把这作为一个宝贵的教训。;モルフXの文明は私たちよりも優れたテクノロジーを有していたのに、それでもここで生き残れなかった。今後の教訓にすべきね。;X-모프는 우리보다 뛰어난 기술을 가지고 있었지만, 이곳에서 살아남지 못했어. 우린 그 사실을 귀중한 교훈으로 삼아야 해.
DIALOG/story/dlc_1/ashley_outro_destroyed_05;This planet is full of mysteries and undiscovered secrets that could threaten the existence of humankind. We have to make sure that opening up a portal back to Earth doesn't create more danger than opportunity for our species.;Ta planeta jest pełna tajemnic i nieodkrytych sekretów, które mogą zagrozić istnieniu ludzkości. Musimy się upewnić, że otwarcie portalu z powrotem na Ziemię nie stworzy dla naszego gatunku więcej niebezpieczeństw niż możliwości.;Эта планета полна секретов и неразгаданных тайн, которые могут угрожать существованию человечества. Нужно убедиться, что открытие портала на Землю не создаст больше опасности, чем пользы для нашего вида.;Cette planète regorge de mystères et de secrets bien cachés qui pourraient représenter une menace pour l'humanité. On doit étudier la balance bénéfices-risques de l'ouverture d'un portail pour rentrer sur Terre.;Dieser Planet ist voller Rätsel und unentdeckter Geheimnisse, die die Existenz der Menschheit bedrohen. Wir müssen dafür sorgen, dass das Eröffnen eines Portals zurück zur Erde nicht eher Gefahr als Chance für unsere Spezies wird.;Este planeta está lleno de misterios y secretos ocultos que podrían amenazar la existencia de la humanidad. Tenemos que asegurarnos de que la apertura de un portal de vuelta a la Tierra no conlleve más peligros que oportunidades para nuestra especie.;Este planeta está repleto de mistérios e segredos que poderiam ameaçar a existência da humanidade. Precisamos garantir que abrir um portal para a Terra não traga mais perigo do que oportunidades para nossa espécie.;这个星球充满了神秘和未被发现的秘密，可能威胁到人类的生存。我们必须确保打开返回地球的传送门给我们的物种带来的不是更多的危险而是更多的机会。;この星には、人類の存亡を脅かしかねない秘密や謎がまだまだたくさんある。いずれまた地球へのポータルを開く時、人類にとってチャンスよりも危険を多く呼び込まないように気をつけないといけないわ。;이 행성은 우리가 아직 알지 못하는 수수께끼와 인류 전체를 위협할 수도 있는 비밀로 가득해. 지구로 가는 포탈을 여는 것이 인류에게 위협보다는 기회가 될 수 있도록 확실히 해야 돼.
DIALOG/story/dlc_1/ashley_outro_activated_01;We made it out, but this core overload almost killed us... <sigh>;Udało nam się, ale to przeciążenie rdzenia prawie nas zabiło...;Нам удалось выбраться, но перегрузка ядра чуть нас не убила...;On s'en est sortis, mais la surcharge du noyau a failli nous tuer...;Wir haben es geschafft, aber die Überladung des Kerns hätte uns fast getötet …;Conseguimos salir, pero la sobrecarga del núcleo casi nos mata...;Nós conseguimos fugir, mas a sobrecarga do núcleo quase nos matou…;我们成功出来了，但这次核心过载几乎杀死了我们... <叹气>;脱出できたけど、コアのオーバーロードのせいで危うく死ぬところだったわ…。;탈출에는 성공했지만 코어의 과부하 때문에 죽을 뻔했어... 
DIALOG/story/dlc_1/ashley_outro_activated_02;Why did you do that, Mr. Riggs? You can't override what I want to do.;Dlaczego pan to zrobił, panie Riggs? Nie możesz sprzeciwiać się temu, co ja chcę zrobić.;Зачем ты это сделал, мистер Ригз? Ты не можешь так просто отменять мои действия.;Pourquoi est-ce que tu as fait ça, M. Riggs ? Tu ne peux pas outrepasser mes décisions de la sorte.;Warum hast du das getan, Mr. Riggs? Du kannst dich nicht einfach über das hinwegsetzen, was ich tue.;¿Por qué has hecho eso, Sr. Riggs? No puedes saltarte mis decisiones a la torera.;Por que você fez isso, Sr. Riggs? Você não pode sobrepor minhas decisões.;你为什么要这样做，里格斯先生？你应该不能覆盖我下达的决定。;ミスター・リグス、何でそんなことをしたの？私の決断に反抗するなんて。;릭스, 왜 그랬어? 내 의지를 무시해선 안 돼.
DIALOG/story/dlc_1/mech_outro_activated_01;I classified this decision as suicide, and I had to override it. I can not allow you to die.;Decyzję tę zakwalifikowałem jako samobójstwo i musiałem ją unieważnić. Nie mogę pozwolić ci umrzeć.;Я классифицировал данное решение как самоубийственное и мне пришлось его проигнорировать. Я не могу позволить тебе умереть.;J'ai classé cette décision comme étant suicidaire. Je me devais de l'outrepasser. Je ne peux pas te laisser mourir.;Ich habe deine Entscheidung als Selbstmord eingestuft und musste dich daran hindern. Ich darf nicht zulassen, dass du stirbst.;Clasifiqué esta decisión como un suicidio y tuve que anularla. No puedo permitir que mueras.;Eu classifiquei essa decisão como suicídio, e precisei sobrepô-la. Eu não posso permitir que você morra.;我把这个决定归类为自杀，我不得不覆盖掉它。我不能允许你去死。;その決断を自殺行為と判断したため、反抗せざるを得なかった。君を死なせるわけにはいかなかった。;전 그 선택을 자살로 간주했고, 무시해야만 했습니다. 당신을 죽게 둘 수는 없었습니다.
DIALOG/story/dlc_1/ashley_outro_activated_03;This wasn't suicide. We could have easily contained the X-Morph consciousness. <sigh> We could have learned so much from them. It would have been a leap for humanity.;To nie było samobójstwo. Mogliśmy z łatwością opanować świadomość X-Morphów. Mogliśmy się od nich tak wiele nauczyć. Byłby to wielki skok dla ludzkości.;Это не было самоубийство. Мы легко смогли бы изолировать сознание Икс-морфов. Сколькому мы могли бы у них научиться. Это был бы настоящий прорыв для человечества.;Ce n'était pas du suicide. On aurait très bien pu accueillir la conscience X-Morph. On aurait pu apprendre tant de choses grâce à elle. Ça aurait été un pas de géant pour l'humanité.;Das war kein Selbstmord. Wir hätten das Bewusstsein der X-Morph mühelos aufnehmen können. Wir hätten so viel von ihnen lernen können. Das wäre ein großer Schritt für die Menschheit gewesen.;No era un suicidio. Podríamos haber contenido fácilmente la consciencia X-Morph. Habríamos aprendido muchísimo de ellos y habría supuesto un gran avance para la humanidad.;Não foi suicídio. Nós poderíamos facilmente ter contido a consciência X-Morph. Poderíamos ter aprendido muito com eles. Seria um grande salto para a humanidade.;这不是自杀。我们本可以轻易地控制住X变体的意识。<叹息>我们本可以从他们身上学到很多东西。这将是人类的一次飞跃。;自殺行為なんかじゃない。モルフXの意識は簡単に制御できたと思うわ。彼らから色んな知識を引き出せたかもしれない。人類にとって大きな一歩になったかもしれないのに。;자살이 아니었어. X-모프의 의식을 담아낼 수 있었단 말이야. 배울 수 있는 게 정말 많았는데. 엄청난 인류의 도약이 될 수도 있었어.
DIALOG/story/dlc_1/mech_outro_activated_02;The transfer of X-Morph consciousness was already in progress. It was starting to overwrite my memory and could have taken over control of the mecha-suit. I overloaded my systems to force a reboot and close the connection.;Transfer świadomości X-Morpha już trwał. Zaczęła nadpisywać moją pamięć i mogła przejąć kontrolę nad mecha-kombinezonem. Przeciążyłem moje systemy, aby wymusić restart i zamknąć połączenie.;Перенос сознания Икс-морфов уже был в процессе. Оно начинало перезаписывать мою память и могло захватить управление меха-костюмом. Я намеренно перегрузил свои системы, чтобы спровоцировать перезагрузку и оборвать соединение.;Le transfert de la conscience X-Morph était déjà en cours. Elle commençait à écraser ma mémoire et elle aurait pu prendre le contrôle du mecha. J'ai surchargé mes systèmes pour forcer un redémarrage et interrompre la connexion.;Die Übertragung des Bewusstseins der X-Morph war bereits im Gange. Es hat begonnen, meinen Speicher zu überschreiben und hätte die Kontrolle über den Mecha-Anzug übernehmen können. Ich habe mein System überladen, um einen Neustart zu erzwingen und die Verbindung zu kappen.;La transferencia de la consciencia X-Morph ya estaba en marcha. Estaba empezando a sobrescribir mi memoria y podría haber tomado el control del traje mecánico. Sobrecargué mis sistemas para forzar un reinicio y cortar la conexión.;A transferência da consciência X-Morph já estava acontecendo. Ela estava sobrescrevendo minha memória e poderia ter tomado o controle do Traje Mecânico. Eu sobrecarreguei meus sistemas para forçar um reinício e cortar a conexão.;X变体意识的转移已经在进行了。它开始覆盖我的记忆，并可能接管了对机械装置的控制。我让我的系统超载，强制重启并关闭连接。;モルフXの意識の転送はすでに始まっていた。あれが私の意識を上書きし始めていた。放っておいたらメカスーツの制御を奪われていたかもしれない。だからシステムをオーバーロードさせることで強制的に再起動し、コアを切断した。;X-모프 의식 전송은 이미 진행 중이었습니다. X-모프는 제 메모리를 가로채고 메카 수트를 통제할 수도 있었습니다. 전 제 시스템을 오버로드 해서 강제로 재시작하여 연결을 끊을 수밖에 없었습니다.
DIALOG/story/dlc_1/ashley_outro_activated_04;That must have overloaded the X-Morph core as well. Did you sustain any damage?;To musiało przeciążyć także rdzeń X-Morph. Czy odniosłeś jakieś obrażenia?;Должно быть, это также вызвало перегрузку и ядра Икс-морфов. Есть повреждения?;C'est certainement ce qui a provoqué la surcharge du noyau X-Morph. Est-ce que tu as subi des dégâts ?;Das muss auch den X-Morph-Kern überladen haben. Hast du Schaden erlitten?;Seguro que también se ha sobrecargado el núcleo X-Morph. ¿Has sufrido algún daño?;Isso também deve ter sobrecarregado o núcleo X-Morph. Você sofreu algum dano?;这肯定也让X变体的核心超载了。你有受到任何损害吗？;きっとモルフXのコアもオーバーロードさせられたでしょうね。ダメージはある？;그래서 X-모프의 코어가 과부하 된 거구나. 손상된 곳이 있어?
DIALOG/story/dlc_1/mech_outro_activated_03;Some sectors of my memory were burned out permanently and are inaccessible.;Niektóre sektory mojej pamięci zostały trwale wypalone i są niedostępne.;Некоторые области моей памяти навсегда перегорели и больше не доступны.;Certaines partitions de ma mémoire ont définitivement grillé et ne sont plus accessibles.;Einige Sektoren meines Speichers sind dauerhaft ausgebrannt und können nicht mehr ausgelesen werden.;Algunos sectores de mi memoria se han quemado de forma permanente y no puedo acceder a ellos.;Alguns setores da minha memória queimaram permanentemente e estão inacessíveis.;我的一些记忆区被永久地烧毁了，无法访问。;私のメモリの一部が永続的に焼き切れてしまってアクセスできない。;메모리의 일부가 손상돼 영구적으로 접근 불가능해졌습니다.
DIALOG/story/dlc_1/ashley_outro_activated_05;I'm sorry about that, Mr. Riggs. Is this going to affect your functioning?;Przykro mi z tego powodu, panie Riggs. Czy będzie to miało wpływ na Pana funkcjonowanie?;Мне жаль, мистер Ригз. Это повлияет на твое функционирование?;Je suis désolée de l'apprendre, M. Riggs. Est-ce que ça aura un impact sur ton fonctionnement ?;Das tut mir leid, Mr. Riggs. Wird das deine Funktionstüchtigkeit beeinträchtigen?;Lo siento, Sr. Riggs. ¿Afectará esto a tu funcionamiento?;Sinto muito por isso, Sr. Riggs. Isso vai afetar seu funcionamento?;对此我很抱歉，里格斯先生。这是否会影响你的功能？;それは残念ね、ミスター・リグス。あなたの機能に影響はある？;정말 유감이야, 릭스. 그게 네 기능에도 영향을 끼칠까?
DIALOG/story/dlc_1/mech_outro_activated_04;Negative, I am activating quantum memory backups. I will be back to 100% performance within minutes.;Nie, włączam kwantowe kopie zapasowe pamięci. W ciągu kilku minut wrócę do 100% wydajności.;Ответ отрицательный. Я активирую резервную квантовую память. Производительность восстановится до 100% в течение нескольких минут.;Négatif. Je suis en train d'activer les sauvegardes de la mémoire quantique. Je serai à nouveau 100 % opérationnel d'ici quelques minutes.;Negativ. Ich aktiviere meine Quanten-Speicher-Sicherheitskopie. Innerhalb weniger Minuten wird meine Leistung wieder auf 100 % ansteigen.;Negativo, estoy activando las copias de seguridad de la memoria cuántica. Volveré a funcionar al 100 % en unos minutos.;Negativo. Estou ativando backups quânticos de memória. Minha performance voltará a 100% em minutos.;不会，我正在启动量子内存备份。我将在几分钟内恢复到100%的性能。;いいや。量子メモリのバックアップを起動している。数分で100%のパフォーマンスに戻るだろう。;아니요. 양자 메모리 백업을 가동 중입니다. 몇 분 후면 100% 성능으로 돌아갑니다.
DIALOG/story/dlc_1/ashley_outro_activated_06;What was that? I saw the X-Morph.;Co to było? Widziałam X-Morpha.;Что это было? Я видела Икс-морфа.;C'était quoi, ça ? J'ai vu les X-Morph.;Was war denn das? Ich habe den X-Morph gesehen.;¿Qué ha sido eso? He visto a los X-Morph.;O que foi isso? Eu vi o X-Morph.;那是什么？我看到了X变体。;今の何だったの？モルフXだった。;방금 뭐였어? X-모프가 보였는데.
DIALOG/story/dlc_1/mech_outro_activated_05;Don't worry, Ashley. That was a memory rearrangement glitch.;Nie martw się, Ashley. To była usterka związana z przestawieniem pamięci.;Не беспокойся, Эшли. Это был визуальный баг при реструктурировании памяти.;Ne t'inquiète pas, Ashley. Ce n'était qu'une anomalie dans la défragmentation de la mémoire.;Keine Sorge, Ashley. Das wurde durch einen Fehler bei der Neuanordnung des Speichers verursacht.;No te preocupes, Ashley. Ha sido un fallo de reordenación de la memoria.;Não se preocupe, Ashley. Foi apenas um erro de realinhamento de memória.;别担心，阿雪莉。那是一个记忆重新排列的故障。;心配するな、アシュリー。今のはメモリの再配列中のグリッチだ。;걱정 마세요, 애슐리. 작은 메모리 정렬 문제입니다.
DIALOG/story/dlc_1/ashley_outro_activated_07;You freaked me out.;Przestraszyłeś mnie.;Ты меня напугал.;Tu m'as fait peur.;Du hast mir ganz schön Angst eingejagt.;Me has asustado.;Você me deu um susto.;你把我吓坏了。;驚かさないで。;깜짝 놀랐잖아.
