;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_2/anoryxian_nest_boss_end_good_03;The Anoryx as you call it. It sings to you as well, yet you are deaf to its melody. Your body is too small to feel its resonance. You can not hear it, and it will not hear you. You made them silent for a while, but I already hear them growing back. Time is not on our side little creature. ;Anoryx, jak go nazywasz. Śpiewa również do ciebie, ale jesteś głucha na jego melodię. Twoje ciało jest zbyt małe, by poczuć jego rezonans. Nie słyszysz go, a on nie słyszy ciebie. Uciszyłaś go na chwilę, ale już czuję, jak wraca. Nie mamy czasu, mała istoto. ;Этот анорикс, как ты его зовешь, он поет и тебе. Но ты глуха к его песням. Твое тело слишком мало, чтобы ощутить этот резонанс. Ты не слышишь его, а он не послушает тебя. Ты заглушила голоса на время, но они уже возвращаются. Времени нет. ;L'anoryx, comme tu l'appelles. Il chante aussi pour toi, mais tu es insensible à sa mélodie. Ton corps est trop petit pour ressentir son écho. Tu ne l'entends pas et il ne t'entend pas. Grâce à toi, les voix se sont tues un instant, mais je les entends qui reviennent. Le temps n'est pas notre allié, petite créature. ;Das Anoryx, wie du es nennst. Es singt auch zu dir, aber du bist taub für diese Melodie. Dein Körper ist zu schmächtig, um den Nachklang zu spüren. Du kannst sie nicht hören und sie wird dich nicht hören. Du hast sie eine Zeit lang zum Schweigen gebracht, aber ich höre bereits, wie sie nachwachsen. Die Zeit ist nicht auf unserer Seite, kleine Kreatur. ;El anoryx, como lo llamas, a ti también te canta, pero no oyes su melodía. Tu cuerpo es demasiado pequeño para sentir su resonancia. No puedes oírlo y no te quiere oír a ti. Has conseguido silenciarlo un poco, pero oigo que vuelve a crecer. El tiempo no está de nuestro lado, pequeña criatura. ;"O ""Anoryx"", como diz, também canta para você, mas você não escuta a sua melodia. Seu corpo é pequeno demais para sentir a ressonância. Você não as escuta, e elas não escutam você. Você as silenciou por um tempo, mas elas já estão voltando… O tempo não é favorável, pequenina. ";你所说的阿诺历克斯。它也对你唱歌，但你对它的旋律充耳不闻。你的身体太小，感受不到它的共鸣。你听不到它，它也不会听到你。你让它们沉默了一阵子，但我已经听到它们重新生长了。时间不在我们这边，小生物。;アノリクス…お前がそう呼ぶものは、お前にも歌っている。でもお前はそのメロディーを聞くことができない。お前の体は小すぎて、その共鳴を感じることができないのだ。お前は聞けないし、アノリクスもお前を聞けない。お前はアノリクスを黙らせたが、それもしばらくの間だけだ。声がまた大きくなってきた。我々に残された時間は少ないようだな、小さきものよ。 ;네가 말하는 아노릭스 말이지. 그건 너한테도 노래를 부를 거야. 그래도 넌 아직 멜로디를 듣지 못하겠지. 네 몸이 너무 작아서 노래의 공명을 느낄 수 없는 거야. 결국엔 들리겠지. 노래를 잠깐이나마 멈출 순 있지만 나한텐 벌써 다시 들리고 있어. 시간은 우릴 기다려주지 않아, 친구. 
DIALOG/story/dlc_2/ashley_nest_boss_end_good_04;This substance is a disease. It has corrupted you and all of the creatures on your path. It wants to reach the heart of the planet to feed of its energy and to replicate. That would be the end of this world, and I don't know if we can stop it any more.;Ta substancja to choroba. Zepsuła was i wszystkie istoty na waszej drodze. Chce dotrzeć do serca planety, by karmić się jej energią i replikować. To byłby koniec tego świata i nie wiem, czy możemy ją jeszcze powstrzymać.;Это вещество — зараза. Оно испортило тебя и всех существ на твоем пути. Оно хочет добраться до ядра планеты, чтобы поглотить его энергию и размножиться. Это будет концом планеты, и я не уверена, что мы можем его предотвратить.;Cette substance est une maladie. Elle t'a corrompu, ainsi que toutes les créatures sur ton passage. L'anoryx veut atteindre le cœur de la planète pour se nourrir de son énergie et se reproduire. Ce serait la fin de ce monde, et je ne sais pas si on peut encore l'arrêter.;Diese Substanz ist eine Krankheit. Sie hat dich und alle Kreaturen auf deinem Weg verdorben. Sie will das Herz des Planeten erreichen, sich von seiner Energie ernähren und sich replizieren. Das wäre das Ende dieser Welt und ich weiß nicht, ob wir es noch aufhalten können.;Esta sustancia es una enfermedad. Te ha corrompido a ti y a todas las criaturas que te has encontrado. Quiere llegar al corazón del planeta para alimentarse de su energía y replicarse. Sería el fin de este mundo y ni siquiera sé si podemos detenerlo.;Essa substância é uma doença e corrompeu você e todas as criaturas em seu caminho. Ela busca alcançar o núcleo do planeta para se alimentar da energia e se replicar. Seria o fim deste mundo, e não sei se ainda podemos impedir isso.;这种物质是一种疾病，它已经侵蚀了你和你的所有同伴。它想要到达星球的核心，依靠其能量进行自我复制。那将是这个世界的末日，我不知道我们还能否阻止它。;この物質は病原菌よ。あなたとあなたの周りの生物を蝕む。この惑星の核に行って、そのエネルギーを吸い取り、さらに増殖しようとしているの。そんなことになれば、この世界の終わりよ。私たちには止められないかもしれない。;이 물질은 질병이야. 경로 상에 있는 너와 모든 생명체를 감염시킨 거지. 에너지를 충당하고 복제하기 위해서 행성의 중심부로 가려는 거야. 그렇게 되면 이 세상이 끝나겠지. 이제 와서 그걸 멈출 수 있을지는 모르겠어.
DIALOG/story/dlc_2/anoryxian_nest_boss_end_good_04;It can not control the smaller creatures. It can only drive them mad. They don't understand it, just like you can not. There is no need to fear them. I am the one that must be destroyed.;Nie może kontrolować mniejszych stworzeń. Może jedynie doprowadzić je do szaleństwa. One tego nie rozumieją, tak jak ty nie możesz. Nie ma potrzeby się ich bać. To ja jestem tym, który musi zostać zniszczony.;Я не могу управлять маленькими существами, только сводить их с ума. Но они не понимают этого, как и ты. Их можно не бояться. Уничтожить нужно только меня.;L'anoryx ne contrôle pas les petites créatures, il peut seulement les rendre folles. Elles ne le comprennent pas, comme toi. Il n'y a aucune raison de les craindre. Je suis le seul qu'il faut détruire.;Sie kann die kleineren Kreaturen nicht kontrollieren. Sie kann sie nur in den Wahnsinn treiben. Sie begreifen das nicht, genauso wie du. Es gibt keinen Grund, sie zu fürchten. Ich bin derjenige, der vernichtet werden muss.;No puede controlar a las criaturas más pequeñas. Solo puede volverlas locas. No lo entienden, igual que tú. No hay necesidad de temerles. Hay que destruirme a mí.;Elas não conseguem controlar criaturas menores, e isso as enlouquece. Elas não entendem isso, como você não entende. Não é preciso ter medo delas. Sou eu quem precisa ser destruído.;它无法控制更小的生物。它只能让它们发疯。它们不理解它，就像你一样。没有必要害怕它们。我是必须被摧毁的人。;アノリクスは小さな生物をコントロールできない。気を狂わせるだけだ。小さな生物も、お前のようにアノリクスを理解することができない。奴らのことは気にしなくていい。破壊されるべきなのは俺だ。;물질이 작은 생명체를 조종할 순 없어. 그저 미치게 만들 뿐이지. 네가 그 물질을 이해하지 못하는 느낌이랑 같은 거지. 두려워할 필요는 없어. 파괴돼야 하는 건 나뿐이니까.
DIALOG/story/dlc_2/ashley_nest_boss_end_good_05;Wait! Why did you stop here? Why didn't you go deeper?;Czekaj! Dlaczego zatrzymałeś się tutaj? Dlaczego nie poszedłeś głębiej?;Постой! Зачем было останавливаться здесь, а не идти сразу вглубь?;Attends ! Pourquoi tu t'es arrêté ici ? Pourquoi ne pas être allé plus en profondeur ?;Moment mal! Warum hast du hier Halt gemacht? Warum bist du nicht tiefer vorgedrungen?;¡Espera! ¿Por qué has parado aquí? ¿Por qué no has profundizado más?;Espera! Por que você parou aqui? Por que não foi mais fundo?;等等，你为什么停在这里？你为什么不往深处走？;待って！なんでここで止まったの？なんでもっと深くまで行かなかったの？;잠깐! 왜 여기서 멈춘 거야? 더 깊이 들어가지 않고?
DIALOG/story/dlc_2/anoryxian_nest_boss_end_good_05;It wants to call my kin. When I am consumed it wants to make my body sing. But I have learned its song and I will not allow this!;Chce wezwać moich pobratymców. Gdy zostanę pożarty, Anoryx będzie śpiewał przez moje ciało. Ale ja poznałem jego pieśń i nie pozwolę na to!;Он хочет воззвать к моим сородичам. Когда он поглотит меня, он хочет заставить мое тело петь. Но я знаю его песню! Я не позволю ему!;L'anoryx veut appeler les miens. Il voulait faire chanter mon corps après m'avoir entièrement dévoré. Mais j'ai appris sa mélodie et je ne le laisserai pas faire !;Sie will meinesgleichen rufen. Wenn ich verbraucht bin, will sie meinen Körper singen lassen. Aber ich habe ihr Lied gelernt und ich werde das nicht zulassen!;Quiere llamar a los míos. Cuando me consuma, quiere que mi cuerpo cante. Pero sé cuál es su canción y no lo permitiré.;Ele quer chamar os do meu tipo. Quando eu for consumido, ele cantará através do meu corpo. Mas eu aprendi a canção, e não vou permitir isso!;它想要唤醒我的同族。当我被吞噬时，它想让我的身体唱歌。但是我已经学会了它的歌曲，我不会允许这种事情发生！;アノリクスは私の同類を呼ぼうとしている。私を完全に飲み込んだら、私の体を使って歌おうとしている。だが、私はもうこの歌を知っている。そんなことは決してさせない！;내 친족을 원했지. 내가 흡수됐을 때 내가 노래를 부르게 만들었어. 근데 그 노래를 알고 있는 이상 그렇게 내버려 둘 수 없었지!
DIALOG/story/dlc_2/ashley_nest_boss_end_good_06;No! My arm! My arm is burning!;Nie! Moje ramię! Moje ramię płonie!;Нет! Моя рука! Как жжет!;Non ! Mon bras, ça brûle !;Nein! Mein Arm! Mein Arm brennt!;¡No! ¡El brazo! ¡El brazo me arde!;Não! Meu braço! Meu braço tá queimando!;不！我的手臂！我的手臂在燃烧！;あぁ！腕が！腕が燃えるように痛い！;앗! 내 팔이! 불타오르고 있어!
DIALOG/story/dlc_2/mech_nest_boss_end_good_01;Danger! The Anoryx crystals are imploding. Ashley, we have to evacuate! Ashley, are you there?;Niebezpieczeństwo! Kryształy Anoryxu implodują. Ashley, musimy się ewakuować! Ashley, jesteś tam?;Внимание! Анориксовые кристаллы дестабилизируются. Эшли, нужно эвакуироваться! Эшли, ты слышишь?;Danger ! Les cristaux d'anoryx implosent. Ashley, nous devons évacuer ! Ashley, tu m'entends ?;Gefahr! Die Anoryxkristalle implodieren. Ashley, wir müssen evakuieren! Ashley, bist du da?;¡Peligro! Los cristales de anoryx están implosionando. ¡Ashley, tenemos que evacuar! Ashley, ¿estás ahí?;Perigo! Os cristais de Anoryx estão implodindo. Ashley, precisamos evacuar. Ashley?;危险！阿诺历克斯晶体正在内爆。阿雪莉，我们必须撤离！阿雪莉，你在吗？;危ない！アノリクスの結晶が内破している。アシュリー、脱出するぞ！アシュリー、聞こえるか？;위험! 아노릭스 크리스털이 붕괴하고 있습니다. 애슐리, 탈출해야 해요! 애슐리, 제 말이 들리나요?
DIALOG/story/dlc_2/mech_outro_good_01;What happened there? Are you alright, Ashley? You were screaming with pain when the cave started to collapse. It looked like you were communicating with that creature, before that, but you weren't talking.;Co się tam stało? Wszystko w porządku, Ashley? Krzyczałaś z bólu, gdy jaskinia zaczęła się zapadać. Wyglądało na to, że porozumiewałeś się z tym stworzeniem, tak jak wcześniej, ale nic nie mówiłaś.;Что там произошло? Эшли, ты в порядке? Когда пещера стала рушиться, ты вскрикнула от боли. Перед этим казалось, что ты общаешься с существом, но ты ничего не говорила.;Que s'est-il passé ? Ashley, tu vas bien ? Tu criais de douleur quand la caverne a commencé à s'effondrer. Juste avant, tu semblais communiquer avec la créature, mais tu ne parlais pas.;Was ist passiert? Geht es dir gut, Ashley? Du hast vor Schmerzen geschrien, als die Höhle anfing einzustürzen. Davor hat es so ausgesehen, als würdest du mit der Kreatur kommunizieren, aber du hast nicht gesprochen.;¿Qué ha pasado? ¿Estás bien, Ashley? Estabas gritando de dolor cuando la cueva empezó a derrumbarse. Antes parecía que te comunicabas con la criatura, pero no hablabas.;O que houve aqui? Você está bem, Ashley? Você gritava de dor quando a caverna começou a colapsar. Pareceu que você estava se comunicando com a criatura antes disso, mas você não falava.;那里发生了什么？你还好吗，阿什利？当山洞开始坍塌时，你在痛苦地尖叫。在那之前，你好像在和那个生物交流，但你没有说话;何が起きたんだ？大丈夫か、アシュリー？洞窟が崩壊し始めた時、君は痛みで叫んでいた。その前はあの生物とコミュニケーションを取っていたように見えたが、喋ってはいなかったぞ。;무슨 일이었죠? 괜찮나요, 애슐리? 동굴이 무너지기 시작했을 때 고통으로 비명을 지르셨잖아요. 그전에 그 생명체랑 소통하고 있는 것처럼 보였어요. 근데 입 밖으로 말을 내뱉진 않으셨죠.
DIALOG/story/dlc_2/ashley_outro_good_01;It's gone. The Anoryx is gone. That worm just saved us. Its voice created a resonance cascade within the Anoryx crystal structure and that created a chain reaction that collapsed the cave.;Już go nie ma. Nie ma Anoryxu. Ten Czerw właśnie nas uratował. Jego głos stworzył kaskadę rezonansową w strukturze kryształu Anoryxu, a to wywołało reakcję łańcuchową, która zawaliła jaskinię.;Анорикса больше нет. Этот червь спас нас. Его голос создал каскадный резонанс со структурой кристаллов анорикса, и цепная реакция вызвала обрушение пещеры.;C'est fini. L'anoryx est détruit. Ce ver nous a sauvés. Sa voix a créé un écho avec le cristal d'anoryx, ce qui a déclenché une réaction en chaîne et entraîné l'effondrement de la caverne.;Es ist verschwunden. Das Anoryx ist weg. Dieser Wurm hat uns gerade gerettet. Seine Stimme hat eine Resonanzkaskade in der Anoryxkristallstruktur erzeugt, die eine Kettenreaktion auslöste, die die Höhle zum Einsturz brachte.;Se acabó el anoryx. El gusano nos ha salvado. Su voz ha creado una cascada de resonancia en la estructura de cristal del anoryx y eso ha causado la reacción en cadena que ha derrumbado la cueva.;Já acabou. O Anoryx foi embora. A Larva nos salvou. Sua voz criou uma ressonância em cascata dentro da estrutura do cristal de Anoryx, provocando uma reação em cadeia que colapsou a caverna.;它已经消失了。阿诺历克斯已经消失了。那只虫子刚刚救了我们。它的声音在阿诺历克斯的晶体结构中创造了一个共振级联，这创造了一个连锁反应，使山洞坍塌了。;もう終わりよ。アノリクスは消えたわ。あのワームが私たちを救ってくれたの。自らの声でアノリクスの結晶構造内に共鳴の連鎖を作り出して、それが連鎖反応をおこして洞窟を崩壊させたの。;사라졌어. 아노릭스 말이야. 벌레가 우릴 구해줬어. 녀석의 목소리가 아노릭스 크리스털 구조물 안에서 공명 캐스케이드를 일으켜서 연쇄 반응으로 동굴이 무너진 거야.
DIALOG/story/dlc_2/mech_outro_good_02;Why did you scream about your arm again? You lost it years ago, and that phantom pain looked like it was going to kill you.;Dlaczego znowu krzyczałaś o swojej ręce? Straciłaś ją lata temu, a ten fantomowy ból wydawał się, jakby miał cię zabić.;Что с твоей рукой? Ты ведь потеряла ее много лет назад, но казалось, что фантомная боль тебя убьет.;Pourquoi as-tu à nouveau crié pour ton bras ? Tu l'as perdu il y a des années, et pourtant, la douleur fantôme semblait être sur le point de te tuer.;Warum hast du wieder wegen deinem Arm geschrien? Du hast ihn vor Jahren verloren und es hat so ausgesehen, als würde dich der Phantomschmerz umbringen.;¿Por qué has vuelto a gritar sobre tu brazo? Lo perdiste hace años y parecía que el dolor fantasma te iba a matar.;Por que você gritou sobre o seu braço de novo? Você o perdeu há anos. E parecia que você iria morrer por causa da dor fantasma.;你为什么又为你的手臂尖叫？你几年前就失去了它，而那种幻觉的疼痛看起来要杀死你。;なんで腕の痛みで叫んでいたんだ？何年も前に失ったんだろ？幻肢痛が君を殺すかと思ったぞ。;또 팔 때문에 비명을 지른 건가요? 수년 전에 팔을 잃었고 그 환상통 때문에 죽는 줄 알았어요.
DIALOG/story/dlc_2/ashley_outro_good_02;I know what you're trying to say, but it doesn't make any sense. If I brought the Anoryx here, it would be in my body, not my prosthetic. I don't believe that.;Wiem, co chcesz powiedzieć, ale to nie ma sensu. Gdybym sprowadziła tu Anoryx, byłby on w moim ciele, a nie w protezie. Nie wierzę w to.;Я понимаю, что ты имеешь в виду, но это невозможно. Если бы это я занесла сюда анорикс, он был бы в моем теле, а не в протезе. Я в это не верю.;Je comprends ce que tu dis, mais ça n'a aucun sens. Si j'avais amené l'anoryx ici, ce serait dans mon corps, pas dans ma prothèse. Je n'y crois pas.;Ich weiß, was du sagen willst, aber es macht überhaupt keinen Sinn. Wenn ich das Anoryx hergebracht hätte, dann wäre es in meinem Körper, nicht in meiner Prothese. Das glaube ich nicht.;Sé lo que quieres decir, pero no tiene sentido. Si hubiera traído el anoryx hasta aquí, habría estado en mi cuerpo, no en la prótesis. No creo que sea eso.;Eu sei o que você vai dizer, mas isso não faz sentido. Se eu trouxe o Anoryx para cá, ele estaria no meu braço, e não na minha prótese. Não acredito nisso.;我知道你想说什么，但这没有任何意义。如果我把阿诺历克斯带到这里，它就会在我的身体里，而不是我的假肢。我不相信这一点。;あなたの言いたいことは分かるわ。でもそれじゃ辻褄が合わない。もし私がアノリクスをこの惑星に持ってきたのだとしたら、私の中にあるはずで、義肢ではない。そんなはずないわ。;무슨 말인지는 알겠는데 말이 안 되는 건 맞아. 내가 여기에 아노릭스를 가져왔다면 내 의수가 아니라 내 몸에 있었겠지. 믿기 힘들어.
DIALOG/story/dlc_2/mech_outro_good_03;Then where did the pain come from?;Skąd więc wziął się ból?;Тогда откуда боль?;D'où venait la douleur, alors ?;Woher ist der Schmerz dann gekommen?;¿Entonces de dónde viene el dolor?;Então, de onde veio a dor?;那么疼痛是从哪里来的？;じゃあ、痛みはどこから来たんだ？;그럼 어디서 고통이 찾아온 거죠?
DIALOG/story/dlc_2/ashley_outro_good_03;I don't know. I don't understand that. We just faced total annihilation and it's only luck that saved us. If that creature didn't sacrifice itself then I don't know if we would be able to contain the spread of Anoryx.;Nie wiem. Nie rozumiem tego. Właśnie stanęliśmy w obliczu całkowitej zagłady i uratowało nas tylko szczęście. Gdyby ta istota się nie poświęciła to nie wiem czy udałoby się nam powstrzymać rozprzestrzenianie się Anoryxu.;Я не знаю. Не понимаю. Мы едва избежали полного уничтожения, и то благодаря удаче. Если бы то существо собой не пожертвовало, не знаю, как бы мы смогли сдержать распространение анорикса.;Je ne sais pas. Je ne comprends pas. On a à peine échappé à une destruction totale, et seule la chance nous a sauvés. Si cette créature ne s'était pas sacrifiée, je ne sais pas si on pourrait contenir la propagation d'anoryx.;Ich weiß es nicht. Ich verstehe es nicht. Wir waren kurz davor, vernichtet zu werden, nur ein glücklicher Zufall hat uns gerettet. Ich weiß nicht, ob wir die Ausbreitung des Anoryx aufhalten könnten, hätte sich diese Kreatur nicht selbst geopfert.;No lo sé ni lo entiendo. Nos acabamos de enfrentar a una aniquilación total y nos ha salvado la suerte. Si esa criatura no se hubiera sacrificado, no sé si habríamos podido frenar la propagación del anoryx.;Eu não sei. Não entendo isso. Nós estávamos frente a frente com a aniquilação total e sobrevivemos por sorte. Se aquela criatura não tivesse se sacrificado, não sei se poderíamos conter a dispersão de Anoryx.;我不知道。我不明白这一点。我们刚刚面临着彻底的毁灭，只有运气才救了我们。如果那个生物没有牺牲自己，那么我不知道我们是否能够控制阿诺历克斯的蔓延。;分からないわ。私には理解できない。私たちは跡形もなく消されようとしていたんだけど、今もまだ生きているのは幸運としか言いようがないわね。あの生物が自らの命を犠牲にしなかったら、私たちにはアノリクスの拡大を阻止することができなかったと思う。;모르겠어. 이해할 수도 없어. 우린 섬멸을 경험한 거고 그거 때문에 살 수 있었던 거야. 그 생명체가 희생하지 않았다면 아노릭스의 확산을 막지 못했을 거야.
DIALOG/story/dlc_2/mech_outro_good_04;I can not detect any abnormal neutrino bursts at the moment, but that doesn't guarantee that we've stopped the contamination.;W tej chwili nie mogę wykryć żadnych nietypowych wybuchów neutrin, ale to nie gwarantuje, że zatrzymaliśmy skażenie.;Я не регистрирую никаких аномальных вспышек нейтрино, но это еще не гарантия, что мы остановили заражение.;Je ne détecte aucune éruption de neutrinos anormale, mais nous ne sommes pas certains d'avoir arrêté la contamination.;Im Moment kann ich keine abnormalen Neutrinoexplosionen orten, aber das ist keine Garantie dafür, dass wir die Kontamination aufhalten konnten.;Ahora mismo no detecto ráfagas de neutrinos anormales, pero esto no garantiza que hayamos detenido la contaminación.;No momento, não consigo detectar nenhuma rajada anormal de neutrinos, mas isso não garante que tenhamos interrompido a contaminação.;我目前无法检测到任何异常的中微子爆发，但这并不能保证我们已经阻止了污染。;異常なニュートリノの放出は現在のところ検知されないが、これは我々がアノリクスノ拡大を阻止したことを保証するサインであるとは限らない。;현재 비정상적인 중성미자 파열이 감지되지 않고 있지만, 저희가 감염을 막아냈다는 걸 보장하진 않습니다.
DIALOG/story/dlc_2/ashley_outro_good_04;Nothing is ever guaranteed. I am a Riftbreaker, it is my duty to be always on guard and to be ever vigilant. We will face whatever dangers the universe throws at us.;Nic nigdy nie jest gwarantowane. Jestem Riftbreakerem, moim obowiązkiem jest być zawsze na straży i być zawsze czujnym. Stawimy czoła wszelkim niebezpieczeństwom, jakie rzuci na nas wszechświat.;Не может быть никаких гарантий. Я рифтбрейкер, и моя задача — всегда стоять на страже и не ослаблять бдительность. Что бы вселенная нам не уготовила, мы встретим это лицом к лицу.;On n'est jamais sûrs de rien. Je suis une riftbreaker, mon devoir est d'être toujours sur mes gardes, toujours vigilante. On affrontera tous les dangers que l'univers nous jettera à la figure.;Es gibt nie eine Garantie. Ich bin ein Riftbreaker, es ist meine Pflicht, immer auf der Hut und wachsam zu sein. Wir werden jeder Gefahr entgegentreten, die das Universum für uns bereithält.;No hay nada garantizado. Soy una Riftbreaker. Mi deber es estar siempre alerta. Nos enfrentaremos a los peligros que el universo ponga en nuestro camino.;Nada é garantido. Eu sou uma Salta-Fendas e é meu dever estar sempre em guarda e vigilante. Nós vamos encarar qualquer perigo que o universo lançar contra nós.;没有什么是可以保证的。我是一名银河破裂者，我的职责就是时刻保持警惕，永远保持警惕。我们将面对宇宙给我们带来的任何危险。;保証されていることなど何もないわ。私はリフトブレーカーよ。私の義務は常に気を抜かず、警戒を怠らないこと。この宇宙でどんな危険に遭遇するとしてもね。;그렇긴 하지. 난 리프트브레이커고, 방심하지 않으면서 지켜내는 게 내 임무잖아. 어떠한 우주의 위협이라도 상대할 거야.
DIALOG/story/dlc_2/mech_outpost_stage_3_return_01;We are back at the Crystal Caverns outpost Ashley. That was the closest safe jump location that I could find.;Wróciliśmy do posterunku w Kryształowych Jaskiniach, Ashley. To było najbliższe bezpieczne miejsce do skoku, jakie udało mi się znaleźć.;Эшли, мы вернулись на аванпост в Кристаллических пещерах. Это ближайшее безопасное место для прыжка, что я смог найти.;Nous voilà de retour à l'avant-poste des Cavernes de cristal, Ashley. C'est le lieu sûr le plus proche que j'ai pu trouver pour effectuer un saut dimensionnel.;Ashley, wir sind wieder in unserem Kristallgrotten-Außenposten. Das war der nächstgelegene sichere Sprung, den ich finden konnte.;Ashley, hemos vuelto al puesto remoto de las cavernas de cristal. Es el lugar seguro más cercano para saltar que he podido encontrar.;Estamos de volta no Posto Avançado das Cavernas de Cristal, Ashley. Foi o local seguro mais próximo para um salto que consegui encontrar.;我们回到了水晶洞的前哨站，阿什利。那是我能找到的最近的安全跳跃地点。;結晶洞窟の前哨基地に戻って来たぞ、アシュリー。私が見つけられた最も近く安全なジャンプロケーションだ。;크리스털 동굴 전초기지로 돌아왔습니다, 애슐리. 가장 가깝고 안전한 점프 위치였습니다.
DIALOG/story/dlc_2/ashley_outpost_stage_3_return_01;Good. I can see the sky through the cracks in the ceiling. It makes me feel safe.;Dobrze. Widzę niebo przez szczeliny w suficie. To sprawia, że czuję się bezpiecznie.;Хорошо. Я вижу небо через щели в своде. Чувствую себя в безопасности.;Parfait. Je vois le ciel à travers les fissures dans le plafond. Ça me rassure.;Gut. Ich kann den Himmel durch die Risse in der Decke sehen. Das gibt mir das Gefühl von Sicherheit.;Bien. Veo el cielo por las grietas del techo. Me da sensación de seguridad.;Ótimo. Posso ver o céu pelas rachaduras no teto. Isso me traz segurança.;很好。我可以通过天花板上的裂缝看到天空。这让我感到安全。;よくやったわね。天井の裂け目から空が見える。随分ホッとするわ。;그래. 천장 사이로 하늘이 보이네. 안전한 기분이 들어.
DIALOG/story/dlc_2/mech_outpost_stage_3_return_02;The Anoryx Worm is gone. Do you think that the Anoryx threat has ended?;Czerw zniknął. Czy uważasz, że zagrożenie Anoryxem się skończyło?;С анориксовым червем покончено. Думаешь, угроза от анорикса больше не висит над нами?;Le ver d'anoryx a été détruit. Penses-tu que la menace de l'anoryx a été éliminée ?;Der Anoryx-Wurm ist verschwunden. Glaubst du, dass die Bedrohung durch das Anoryx gebannt ist?;El gusano del anoryx ha caído. ¿Crees que la amenaza del mineral ha acabado?;A Larva Anoryx se foi. Você acha que é o fim da ameaça de Anoryx?;阿诺历克斯蠕虫已经消失了。你认为阿诺历克斯的威胁已经结束了吗？;アノリクス・ワームは消えた。アノリクスの脅威も消えたと思うか？;아노릭스 벌레는 사라졌습니다. 아노릭스의 위협이 끝났다고 생각하시나요?
DIALOG/story/dlc_2/ashley_outpost_stage_3_return_02;The creatures that already got infected will remain feral, but we can deal with them. If what the worm said is true, then they shouldn't pose an existential threat to the planet. They're business as usual.;Istoty, które już się zaraziły, pozostaną zdziczałe, ale możemy sobie z nimi poradzić. Jeśli to, co powiedział Czerw jest prawdą, to nie powinny stanowić egzystencjalnego zagrożenia dla planety. Traktujmy je jak każde inne.;Уже зараженные существа останутся дикими, но с ними мы разберемся. Если червь не ошибся, они не несут угрозы существованию планеты. То есть не опаснее, чем другие.;Les créatures qui ont déjà été infectées resteront sauvages, mais on peut gérer ça. Si ce que le ver a dit est vrai, elles ne représentent pas une menace existentielle pour la planète.;Die Kreaturen, die bereits infiziert wurden, sind weiterhin tödlich, aber wir werden mit ihnen fertig. Wenn der Wurm die Wahrheit gesagt hat, dann sollten sie keine existenzielle Gefahr für den Planeten darstellen. Sie sind nichts Außergewöhnliches.;Las criaturas que ya están infectadas seguirán siendo salvajes, pero podemos manejarlas. Si lo que el gusano ha dicho es verdad, no deberían suponer una amenaza existencial para el planeta. Vamos, lo de siempre.;As criaturas afetadas vão continuar agressivas, mas nós podemos lidar com elas. Se o que a Larva disse é verdade, elas não devem impor uma ameaça ao planeta. Serão apenas dias normais de trabalho.;已经感染的生物将保持野性状态，但我们可以处理它们。如果虫子所说是真的，那么它们不会对星球构成实质性威胁。它们只是像往常一样。;もう既に感染している生物は危険だけど、私たちの手に負えるものよ。あのワームが言っていたことが正しければ、これらの生物はこの惑星に対する実存的な脅威とは考えられないわ。他の敵と同じよ。;이미 감염된 생명체들이 돌아다니고 있을 거지만, 우리가 처리할 수 있을 거야. 벌레의 말이 사실이라면 녀석들이 행성에 큰 위협이 되진 않을 거고. 평상시와 다를 건 없을 거야.
DIALOG/story/dlc_2/mech_outpost_stage_3_return_03;Do you think we should continue our search for Anoryx anomalies?;Czy uważasz, że powinniśmy kontynuować poszukiwania anomalii Anoryxu?;Как ты считаешь, стоит продолжить поиск анориксовых аномалий?;Penses-tu que nous devrions continuer à rechercher des anomalies d'anoryx ?;Meinst du, wir sollten weiter nach Anoryx-Anomalien suchen?;¿Crees que deberíamos seguir buscando anomalías de anoryx?;Você acha que devemos continuar a nossa busca por anomalias de Anoryx?;你认为我们应该继续寻找阿诺历克斯异常吗？;アノリクス・アノマリーを継続して探すべきだと思うか？;아노릭스 이상 현상에 대한 탐색을 이어나가야 될까요?
