;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_3/mech_harvest_poo_encounter_08;These excrements were produced by a large herbivore. We have to track it down and see what it feeds on.;Te odchody zostały wyprodukowane przez dużego roślinożercę. Musimy go namierzyć i sprawdzić, czym się żywi.;Эти экскременты оставило крупное травоядное. Нам нужно его отследить и узнать, чем оно питается.;Ces excréments sont produits par un grand herbivore. Il faut qu’on le trouve et qu’on découvre de quoi il se nourrit.;Diese Exkremente wurden von einem großen Pflanzenfresser ausgeschieden. Wir müssen ihn aufspüren und in Erfahrung bringen, von was er sich ernährt.;Estos excrementos los ha producido un herbívoro de gran tamaño. Tenemos que rastrearlo y ver de qué se alimenta.;Esses excrementos foram produzidos por um herbívoro grande. Precisamos rastreá-lo e ver do que ele se alimenta.;这些排泄物是由一种大型食草动物产生的。我们需要追踪它，看看它主要吃什么。;この排泄物は大型の草食動物から出たものだ。この動物を追跡して、内容物を確認しなければならない。;이 배설물은 대형 초식 동물이 만들어낸 것입니다. 이 동물을 추적해서 뭘 먹는지 알아내야 합니다.
DIALOG/story/dlc_3/mech_harvest_poo_encounter_09;That smell. This is what we have been searching for, Ashley.;Ten smród. Tego właśnie szukaliśmy, Ashley.;Этот запах. Эшли, это то, что мы искали.;Cette odeur. C’est ça qu’on cherchait, Ashley.;Dieser Geruch. Danach haben wir gesucht, Ashley.;Ese olor... Esto es lo que estábamos buscando, Ashley.;Esse cheiro… É isso que temos procurando, Ashley.;这个气味，这正是我们一直在寻找的，阿雪莉。;このニオイ。アシュリー、探していたものは、これだ。;그 냄새가 납니다. 이게 우리가 찾던 것입니다, 애슐리.
DIALOG/story/dlc_3/mech_headquarters_holder_04;Ashley, are you interested in this object out of pure scientific curiosity, or are you seriously worried that it could pose a real threat?;Ashley, czy interesujesz się tym obiektem z czystej naukowej ciekawości, czy też poważnie obawiasz się, że może on stanowić realne zagrożenie?;Эшли, тебя это объект интересует из чистого научного любопытства? Или ты действительно считаешь, что он может представлять угрозу?;Ashley, ton intérêt pour cet objet est purement scientifique ou tu penses que ce pourrait être une réelle menace ?;Ashley, interessiert dich dieses Objekt nur aus wissenschaftlicher Neugierde heraus oder fürchtest du wirklich, dass es eine echte Gefahr sein könnte?;Ashley, ¿te interesa este objeto por pura curiosidad científica, o es que te preocupa que pueda suponer una verdadera amenaza?;Ashley, você está interessada nesse objeto por pura curiosidade científica, ou você está seriamente preocupada que isso possa impor uma ameaça real?;阿雪莉，你对这个物体感兴趣是出于纯粹的科学好奇心，还是真的担心它会构成实际的威胁？;アシュリー、この物体に興味を持っているのは、純粋な科学的好奇心からか？それとも、これが脅威になり得ると本気で心配しているからか？;애슐리, 순수한 과학적 호기심 때문에 이 물체에 관심을 가지는 건가요? 아니면 실제로 위협이 되는 걸 진지하게 걱정하는 건가요?
DIALOG/story/dlc_3/mech_meadow_ending_06;Let me know when you are ready to proceed. The explosion is going to send out strong seismic waves which could wake up the volcano. We will not be able to return here.;Daj mi znać, kiedy będziesz gotowa do działania. Eksplozja wyśle silne fale sejsmiczne, które mogą obudzić wulkan. Nie będziemy mogli tu wrócić.;Дай мне знать, когда будешь готова. Взрывная волна вызовет сильную сейсмическую реакцию, от которой может проснуться вулкан. Мы вряд ли сможем сюда вернуться.;Dis-moi quand tu seras prête à continuer. L'explosion va envoyer de fortes ondes sismiques susceptibles de réveiller le volcan. On ne pourra pas revenir ici.;Gib mir Bescheid, wenn du zum Fortfahren bereit bist. Die Explosion wird starke seismische Wellen aussenden, die den Vulkan wecken könnten. Wir können hierher nicht zurückkehren.;Cuanto estés lista para proceder, dímelo. La explosión va a producir fuertes ondas sísmicas que podrían activar el volcán. No podremos volver aquí.;Me avise quando estiver pronta para continuar. A explosão vai emitir ondas sísmicas fortes que poderiam despertar o vulcão. Não poderemos retornar para cá.;准备好了就告诉我。这次爆炸会产生强烈的地震波，可能会唤醒火山，我们将无法再回到这里。;準備が出来たら教えてくれ。爆発は強い地震波を放つことになるが、それがきっかけで火山が活発化する可能性もある。そうなれば、我々はここへ戻ってこれなくなる。;계속 진행할 준비가 되면 알려주세요. 폭발이 일으키는 강한 지진파 때문에 화산이 깨어날 수도 있습니다. 여기로 돌아올 수 없게 될 겁니다.
DIALOG/story/dlc_3/mech_meadow_entrance_02;That almost sounds superstitious, Ashley.;To brzmi niemal przesądnie, Ashley.;Звучит почти как суеверие, Эшли.;On dirait presque de la superstition, Ashley.;Das klingt fast abergläubisch, Ashley.;Eso suena casi como a superstición, Ashley.;Isso soa quase sobrenatural, Ashley.;这听起来有点迷信，阿雪莉。;迷信でも信じているのか、アシュリー？;그건 미신적인 생각인 것 같군요, 애슐리.
DIALOG/story/dlc_3/mech_meadow_entrance_03;Adventure at Mount Doom awaits, captain Nowak. Lead on.;Przygoda na Górze Przeznaczenia czeka, kapitanie Nowak. Prowadź dalej.;Приключение на Роковой Горе ждет, капитан Новак. Полный вперед.;De grandes aventures nous attendent, capitaine Nowak. En route.;Das Abenteuer am Schicksalsberg wartet, Captain Nowak. Nach Ihnen.;El Monte del Destino nos espera, capitana Nowak. En marcha.;A aventura pela Montanha da Perdição aguarda, capitã Nowak. Estou logo atrás de você.;末日火山的冒险等着你，诺瓦克队长。请带路。;冒険が待っているぞ、キャプテン・ノワク。いざ、"滅びの山"へ向かわん。;파멸의 산에서의 펼쳐지는 모험이 기다립니다, 노와크 대위님. 앞장서세요.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_end_01;We have destroyed all of the spawning mounds, Ashley. This will prevent further Fungor attacks from this area.;Zniszczyliśmy wszystkie kopce, Ashley. Zapobiegnie to dalszym atakom Fungora z tego obszaru.;Мы уничтожили все рассадники спорыньевика, Эшли. Атаки должны прекратиться.;On a détruit tous les monticules de ponte, Ashley. Cela empêchera d'autres attaques de fongeurs dans cette zone.;Wir haben alle Bruthügel zerstört, Ashley. Das wird weitere Fungor-Attacken aus diesem Gebiet verhindern.;Hemos destruido todos los montículos de donde salen, Ashley. Esto prevendrá que los fungoides sigan atacando la zona.;Nós destruímos todos os montes criadores, Ashley. Isso vai impedir outros ataques Fungor dessa área.;我们已经摧毁了所有的产卵丘，阿雪莉。这将防止此区域进一步受到真菌的攻击。;すべての塚の破壊が完了した。これで本エリアにおけるファンゴールによる攻撃は、阻止できたはずだ。;애슐리, 산란 언덕을 전부 파괴했습니다. 이제 이 지역의 펑고르 공격을 방지할 수 있을 겁니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_end_02;If it is some consolation, Ashley, we can create a new gas grenade design based on the projectiles that those plants threw at us. It will not be of much use in this biome but could be very useful against other types of creatures.;Jeśli to cię pocieszy, Ashley, możemy stworzyć nowy projekt granatu gazowego w oparciu o pociski, które rzucały w nas te rośliny. Nie będzie on zbyt użyteczny w tym biomie, ale może być bardzo przydatny przeciwko innym typom stworzeń.;Возможно, тебя порадует тот факт, что мы можем создать собственные газовые гранаты на основе того, чем в нас стреляют те растения. В этом биоме от них будет мало пользы, но против неприспособленных существ они могут очень пригодиться.;Si ça peut te consoler, Ashley, on peut créer un nouveau modèle de grenade à gaz en se basant sur les projectiles que ces plantes nous ont lancés. Ce ne sera pas très utile dans ce biome, mais ça pourrait être très utile contre d'autres types de créatures.;Wenn es dich tröstet, Ashley, wir können ein neues Design für Gasgranaten entwickeln, basierend auf den Projektilen, die diese Pflanzen verschießen. Das wird uns in diesem Biom nicht allzu viel helfen, aber es könnte sehr nützlich für andere Spezies sein.;Ashley, si te sirve de consuelo podemos crear un nuevo diseño de granada de gas basada en los proyectiles que esas plantas nos han disparado. No creo que sirva de mucho en este bioma pero podría ser útil contra otros tipos de criaturas.;Se serve de consolo, Ashley, nós podemos criar um novo projeto de granada de gás com base no projéteis que essas plantas jogaram contra a gente. Isso não teria muita utilidade nesse bioma, mas poderia ser bastante útil contra outros tipos de criaturas.;如果这能给你带来一些安慰，阿雪莉，我们可以基于那些植物投掷的弹丸，设计一种新的毒气手榴弹。它在这个生物群落中可能不太有用，但对抗其他类型的生物可能非常有效。;慰めになるかどうかは分からないが、あの植物がこちらに目がけて放ってきた射出物を参考にすれば、ガスグレネードの新型を作り出せる。このバイオームではさほどの効果はないだろうが、他の種類のクリーチャー相手であれば非常に役立つだろう。;애슐리, 위로가 될지는 모르겠지만 그 식물이 던진 발사체를 기반으로 새로운 가스 수류탄을 설계할 수 있어요. 이 생물군계에서는 그리 유용하지 않지만 다른 유형의 생물체에게는 매우 유용할 수 있습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_end_03;Whatever makes you feel better, Ashley.;Cokolwiek poprawi ci humor, Ashley.;Чем бы дитя ни тешилось, Эшли.;Comme tu veux, Ashley.;Wenn es dir damit besser geht, Ashley.;Lo que sea que te haga sentir mejor, Ashley.;O que quer que te anime o espírito, Ashley.;如果这能让你感觉更好的话，阿雪莉。;それで気分が晴れるのなら、好きにするといい。;어쨌든 기분이 나아졌으면 하네요, 애슐리.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_island_01;Ashley, the Fungors are hatching around those large mounds. We have to destroy them to stop their attacks.;Ashley, Fungory wylęgają się wokół tych dużych formacji. Musimy je zniszczyć, aby powstrzymać ich ataki.;Эшли, из этих больших рассадников вылупляются спорыньевики. Нужно их уничтожить, иначе атаки не прекратятся.;Ashley, les fongeurs pondent autour de ces grands monticules. Il faut qu’on les détruise pour stopper leurs attaques.;Ashley, diese großen Hügel sind eine Fungor-Brutstätte. Wir müssen sie zerstören, um weitere Angriffe zu verhindern.;Ashley, los fungoides están saliendo de esos montículos. Tenemos que destruirlos para detener sus ataques.;Ashley, os Fungores estão surgindo desses grandes montes. Precisamos destruí-los para interromper seus ataques.;阿雪莉，真菌正在那些大丘周围孵化。我们必须摧毁它们，以停止它们的攻击。;アシュリー、ファンゴールはあの巨大な塚の周辺から出現している。攻撃を止めるには、アレをすべて破壊しなければならない。;애슐리, 펑고르가 저 큰 언덕 주변에서 부화하고 있어요. 공격을 막으려면 언덕을 파괴해야 합니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_start_01;I agree, Ashley. They were covered by thick layers of fungal growth, that abosorbed most of our firepower.;To prawda, Ashley. Pokrywały je grube warstwy grzybów, które pochłaniały większość naszej siły ognia.;Согласен, Эшли. Они были покрыты толстым грибковым слоем и практически не заметили наших атак.;Je suis d’accord, Ashley. Ils étaient couverts d’épaisses couches de croissance fongique, ça a absorbé la majeure partie de notre puissance de feu.;In der Tat, Ashley. Sie waren von dicken Schichten Schwammgewebe bedeckt, die den Großteil unserer Munition absorbiert hat.;Estoy de acuerdo, Ashley. Estaban cubiertos de gruesas capas de crecimiento fúngico que absorbieron la mayor parte de nuestros proyectiles.;Concordo, Ashley. Elas foram cobertas por camadas espessas de fungos, que absorveram grande parte do nosso poder de fogo.;我同意，阿雪莉。它们被厚厚的真菌层覆盖，吸收了我们大部分的火力。;同感だ。分厚い菌類組織の層に覆われていたが、アレのせいでこちらの攻撃の大部分が吸収されてしまった。;동의합니다, 애슐리. 두꺼운 균류 생장층에 덮여 있어서 대부분의 화력을 흡수했습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_fungor_start_02;No, not yet, we have to gather more data samples from these creatures. In the meantime, we have a bigger problem to solve. The group of Fungors that came to attack us originated from a large island to the west of our position. I am detecting a lot of movement in that area.;Nie, jeszcze nie, musimy zebrać więcej próbek danych od tych stworzeń. W międzyczasie mamy większy problem do rozwiązania. Grupa Fungorów, która nas zaatakowała, pochodzi z dużej wyspy na zachód od naszej pozycji. Wykrywam duży ruch w tamtym obszarze.;Еще нет, нужно собрать больше образцов. Но пока что у нас есть проблема посерьезнее: эта стая спорыньевиков пришла с большого острова к западу от нас. Я по-прежнему фиксирую там движение.;Non, pas encore, on doit recueillir plus d'échantillons de données sur ces créatures. En attendant, on a un problème plus important à résoudre. Le groupe de fongeurs qui nous a attaqués provenait d'une grande île située à l'ouest de notre position. Je détecte beaucoup d’activité dans cette zone.;Nein, noch nicht, wir müssen weitere Proben von diesen Kreaturen sammeln. In der Zwischenzeit erwartet uns ein größeres Problem. Die Fungor-Gruppe, die uns angegriffen hat, stammt von einer großen Insel westlich von unserer Position. Ich messe eine Menge Bewegung in diesem Gebiet.;No, aún tenemos que conseguir más muestras de estas criaturas. Mientras tanto, tenemos un problema más grande que resolver. El grupo de fungoides que nos atacó vino desde una gran isla al oeste de nuestra posición. Detecto mucho movimiento en esa zona.;Não, ainda não. Precisamos coletar mais amostras de dados dessas criaturas. Enquanto isso, temos um problema ainda maior para resolver. O grupo de Fungores que veio nos atacar se originou de uma grande ilha ao oeste da nossa posição. Estou detectando bastante movimentação naquela área.;还不行，我们需要从这些生物体中收集更多数据样本。同时，我们还有更大的问题需要解决。那些来攻击我们的真菌群体起源于我们位置西边的一个大岛，我探测到那个区域有很多活动。;いや、まだだ。引き続き、あの生物に関するデータサンプルを集める必要がある。それに、現時点ではもっと優先するべき事がある。襲撃してきたファンゴールの集団は、現在置の西方に位置する大型の島から出現した。なお、同エリアには多数の動体が検知されている。;아니요, 아직은 이 생물체로부터 데이터 샘플을 더 수집해야 합니다. 그동안 해결해야 할 더 큰 문제가 있습니다. 우리를 공격하러 온 펑고르 무리는 여기에서 서쪽에 있는 큰 섬에서 출발했습니다. 해당 지역에서 다수의 움직임이 감지되었습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_resin_encounter_01;That is correct, Ashley. Both of these mushrooms are connected underground.;Zgadza się, Ashley. Oba te grzyby są połączone pod ziemią.;Верно, Эшли. Эти грибы соединены под землей.;C’est vrai, Ashley. Ces deux champignons sont connectés sous terre.;Das ist korrekt, Ashley. Beide Pilze sind unterirdisch verbunden.;Correcto, Ashley. Ambos hongos están conectados bajo tierra.;Correto, Ashley. Ambos os fungos estão conectados através do subsolo.;没错，阿雪莉。这两种蘑菇在地下是相连的。;その通りだ。どちらのキノコも地下でつながっている。;맞습니다, 애슐리. 이 두 버섯은 모두 지하에 연결되어 있습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_resin_encounter_02;This substance is an incredibly potent energy carrier. We could easily break it down and use it as a substitute for Plasma.;Substancja ta jest niezwykle silnym nośnikiem energii. Moglibyśmy ją łatwo rozbić i wykorzystać jako substytut plazmy.;В этой субстанции сконцентрировано огромное количество энергии. Мы можем без труда ее извлечь и заменить ей плазму.;Cette substance est un vecteur d'énergie incroyablement puissant. On pourrait facilement la décomposer et l'utiliser comme substitut au plasma.;Diese Substanz ist ein enorm starker Energieträger. Wir könnten sie einfach zersetzen und als Ersatz für Plasma verwenden.;Esta sustancia es una portadora de energía increíblemente potente. Podríamos descomponerla fácilmente y usarla como substituto del plasma.;Essa substância é um transportador de energia incrivelmente potente. Poderíamos facilmente decompô-la e usá-la como substituto do plasma.;这种物质是一个极其强大的能量载体。我们可以轻易地将它分解，用作等离子体的替代品。;この物質はエネルギーの保管先としてきわめて優秀だ。簡単に分解できるので、プラズマの代用品とすることも可能だ。;이 물질은 엄청나게 강력한 에너지 운반체입니다. 쉽게 분해가 가능하며 이를 플라즈마 대신 사용할 수 있습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_resin_encounter_03;Yes. We can use it directly to power Shield Generators or we could run it through a Plasma Converter to produce Supercharged Plasma to fuel Heavy Artillery batteries.;Tak. Możemy użyć jej bezpośrednio do zasilania generatorów osłon lub przepuścić ją przez konwerter plazmy, aby wytworzyć doładowaną plazmę do zasilania baterii ciężkiej artylerii.;Да. Мы можем напрямую питать ей генераторы щита или получить из нее сверхзаряженную плазму с помощью преобразователя, чтобы обеспечить энергией башни артиллерии.;Oui. On pourrait l'utiliser directement pour alimenter les générateurs de bouclier ou la faire passer par un convertisseur de plasma pour produire du plasma suralimenté qui alimenterait les batteries de l'artillerie lourde.;Ja. Wir können das Harz direkt verwenden, um Schildgeneratoren zu betreiben, oder es mithilfe eines Plasmaumwandlers in hochaufgeladenes Plasma verarbeiten, um schwere Artilleriebatterien zu versorgen.;Sí, podemos usarla directamente para proporcionar energía a los generadores de escudo o enviarla a un convertidor de plasma para producir plasma sobrecargado para las baterías de la artillería pesada.;Sim. Podemos usá-la diretamente para alimentar Geradores de Escudos, ou poderíamos processá-la em um Conversor de Plasma para produzir plasma supercarregado e abastecer as baterias de Artilharia Pesada.;确实。我们可以直接用它来供电给护盾发生器，或者我们可以通过等离子转换器，生成超级增压等离子体，为重型火炮电池提供动力。;ああ。シールドジェネレーターの動力源として直接使うこともできるが、プラズマ変換所で超電荷プラズマに加工し、重砲撃タワーの燃料とすることも可能だ。;네. 방어막 생성기에 직접 사용하거나 플라스마 컨버터로 과충전 플라즈마를 만들어 중포 배터리에 연료를 공급할 수 있습니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_resin_encounter_04;On the quantum molecular level, this Fungal Resin acts as a containment field for singular antimatter particles. The containment fluid disperses when it comes into contact with certain fungal enzymes which causes the antimatter to react with regular matter and produce energy. The amount of antimatter that is contained in this Resin is incredibly small, but it's enough to fuel the metabolic processes of this fungus. It is practically liquid energy.;Na kwantowym poziomie molekularnym Żywica Grzybowa działa jak pole ochronne dla pojedynczych cząstek antymaterii. Płyn izolujący rozprasza się, gdy wchodzi w kontakt z pewnymi enzymami grzybowymi, co powoduje, że antymateria reaguje ze zwykłą materią i wytwarza energię. Ilość antymaterii zawartej w tej żywicy jest niewiarygodnie mała, ale wystarcza do napędzania procesów metabolicznych tego grzyba. Jest to praktycznie płynna energia.;На квантово-молекулярном уровне эта смола функционирует как силовое поле для отдельных частиц антиматерии. Сдерживающая жидкость разжижается при контакте с некоторыми грибковыми энзимами, из-за чего антиматерия и материя сталкиваются и вырабатывают энергию. В этой смоле заключено совсем небольшое количество антиматерии, но ее достаточно для поддержания метаболических процессов организма. В двух словах — это жидкая энергия.;Au niveau moléculaire quantique, cette résine fongique agit comme un champ de confinement pour les particules individuelles d'antimatière. Le fluide de confinement se disperse lorsqu'il entre en contact avec certaines enzymes fongiques, ce qui permet à l'antimatière de réagir avec la matière ordinaire et de produire de l'énergie. La quantité d'antimatière contenue dans cette résine est incroyablement faible, mais elle est suffisante pour alimenter les processus métaboliques de ce champignon. C'est pratiquement de l'énergie liquide.;Auf der quantenmolekularen Ebene fungiert das Pilzharz als ein Barrierefeld für singuläre Antimaterieteilchen. Diese Flüssigkeit verbreitet sich, wenn sie mit Pilzenzymen in Kontakt kommt. Dadurch wird die Antimaterie zur Reaktion mit normaler Materie angeregt und schafft so Energie. Die Menge an Antimaterie in diesem Harz ist unglaublich klein, aber sie reicht, um die Stoffwechselprozesse dieses Pilzes anzutreiben. Es ist praktisch flüssige Energie.;A nivel molecular cuántico, esta resina fúngica actúa como campo de contención para partículas de antimateria singulares. El fluido de contención se dispersa cuando entra en contacto con ciertas enzimas fúngicas que causan que la antimateria reaccione con la materia estándar y se produzca energía. La cantidad de antimateria contenida en esta resina es increíblemente pequeña, pero es suficiente para que los procesos metabólicos de este hongo tengan lugar. Es prácticamente energía líquida.;Em nível molecular quântico, essa resina fúngica age como um campo de contenção para partículas individuais de antimatéria. O fluxo de contenção se dispersa ao entrar em contato com certas enzimas fúngicas, fazendo com que a antimatéria reaja com a matéria normal e produza energia. A quantidade de antimatéria contida nessa resina é incrivelmente pequena, mas é suficiente para abastecer os processos metabólicos desse fungo. É praticamente energia líquida.;在量子分子层面上，这种真菌树脂作为奇异反物质粒子的封闭场。当它与某些真菌酶接触时，封闭液体就会分散，使得反物质与常规物质反应，产生能量。这种树脂中包含的反物质虽然极其微小，但足以支持这种真菌的代谢过程。它实际上是一种液态能源。;菌類樹脂は、量子レベルでは単一の反物質粒子を隔離することができる。この液体は菌類に存在する特定の酵素に接触すると分散し、反物質が物質と反応して、エネルギーを生み出す。樹脂に含まれる反物質の量はきわめて少量だが、この菌類種の代謝プロセスを動かすのに十分なエネルギーを含んでいる。つまり、実質的な液体型エネルギーというわけだ。;양자 분자 수준에서 이 균류 수지는 단일 반물질 입자를 격리시키는 필드의 역할을 합니다. 격리 유체는 특정 균류 효소와 접촉하면 흩어지며, 이를 통해 반물질이 일반 물질과 반응하여 에너지를 생성하게 됩니다. 이 수지는 반물질 극미량 포함되어 있지만, 이 균류의 대사 과정에 연료를 공급하기에는 충분합니다. 사실상 액체 에너지라고 봐도 무방합니다.
DIALOG/story/dlc_3/mech_outpost_stage_2_resin_notice_01;Wait a moment. I have picked up a small source of Fungal Resin very close to the Fungor lair that we have just cleared out. It is not that big, but might be worth investigating.;Chwileczkę. Znalazłem małe źródło żywicy grzybowej bardzo blisko legowiska Fungora, które właśnie usunęliśmy. Nie jest zbyt duże, ale może być warte zbadania.;Секунду. Я зафиксировал небольшой источник смолы недалеко от логова спорыньевика, которое мы расчистили. Возможно, стоит проверить.;Attends un peu. J'ai repéré une petite source de résine fongique tout près du repaire de fongeurs qu'on vient d'éliminer. Elle n'est pas très grande, mais elle pourrait être intéressante à étudier.;Warte kurz. Ich registriere eine kleine Quelle von Pilzharz ganz in der Nähe des Fungor-Unterschlupfs, den wir eben geleert haben. Sie ist nicht allzu groß, aber es könnte einen Blick wert sein.;Espera un momento. He detectado una pequeña fuente de resina fúngica muy cerca de la guarida de los fungoides que acabamos de despejar. No es tan grande, pero quizá merezca la pena investigar.;Espere um momento. Eu captei uma pequena fonte de resina fúngica bem perto do covil de Fungores que acabamos de limpar. Não é tão grande, mas pode valer a pena investigar.;等一下。我在我们刚刚清理出的真菌巢穴附近发现了一小块真菌树脂。它不大，但可能值得一探。;少し待て。先ほど一掃したファンゴールの巣の近くで、わずかな菌類樹脂の反応を検知した。大した量ではないが、調べるに値するかもしれない。;잠깐만요. 방금 정리한 펑고르 서식지 근방에서 있는 균류 수지의 소규모 원천을 발견했습니다. 그렇게 크지는 않지만 조사해 볼 가치가 있습니다.
DIALOG/story/dlc_3/mech_outpost_stage_4_ending_01;Amazing and disturbing at the same time, Ashley.;Niesamowite i niepokojące jednocześnie, Ashley.;Удивительно и жутко, Эшли.;Magnifique et perturbant à la fois, Ashley.;Das ist ebenso unglaublich wie beunruhigend, Ashley.;Espectacular e inquietante a partes iguales, Ashley.;Isso é incrível e perturbador ao mesmo tempo, Ashley.;这既神奇又令人不安，阿雪莉。;驚異的であり、恐ろしくもある光景だな、アシュリー。;놀라우면서도 불안하네요, 애슐리.
DIALOG/story/dlc_3/mech_outpost_stage_4_ending_02;The pace at which the Tree is regenerating is totally out of control. It is gaining tons of biomass every minute, and we have no idea when it is going to stop growing.;Tempo, w jakim Drzewo się regeneruje, wymknęło się spod kontroli. Z każdą minutą zyskuje tony biomasy i nie mamy pojęcia, kiedy przestanie rosnąć.;Древо восстанавливается с огромной скоростью. Оно накапливает тонны биомассы каждую минуту, и мы понятия не имеем, когда процесс остановится.;Le rythme auquel l'arbre se régénère est totalement incontrôlable. Il gagne des tonnes de biomasse à chaque minute, et il est impossible de savoir quand il cessera de se développer.;Die Geschwindigkeit, mit der sich der Baum regeneriert, ist vollkommen unkontrolliert. Er gewinnt mit jeder Minute Tonnen an Biomasse und wir wissen nicht, wann er aufhören wird zu wachsen.;El ritmo al que el Árbol se está regenerando está totalmente fuera de control. Está aumentando su biomasa minuto tras minuto, y no tenemos ni idea de cuándo va a dejar de crecer.;O ritmo em que a Árvore esta se regenerando é totalmente descontrolado. Ela está ganhando toneladas de biomassa a cada minuto, e não fazemos ideia de quando ela vai parar de crescer.;这棵树的再生速度完全失控了。它每分钟都在迅速增加大量生物质，我们不知道它何时会停止生长。;樹は信じがたいほどの速度で回復している。毎分、大量の有機物質を蓄えていて、それがいつ止まるのか予想もつかない。;나무가 재생되는 속도가 완전히 통제 불능 상태입니다. 분 단위로 엄청난 양의 바이오매스가 증가하고 있으며, 언제 성장을 멈출지 알 수 없습니다.
DIALOG/story/dlc_3/mech_outpost_stage_4_ending_03;Yes, but don't you think that we might have overdone it? It was supposed to slowly regenerate, but now it looks like it is going to grow much larger than it was before.;Tak, ale nie sądzisz, że mogliśmy przesadzić? Miało się powoli regenerować, ale teraz wygląda na to, że będzie znacznie większe niż wcześniej.;Да, но тебе не кажется, что мы, возможно, перестарались? Оно должно было восстанавливаться постепенно, а теперь, кажется, оно вырастет еще больше прежнего.;Oui, mais tu crois pas qu'on en a trop fait ? Il était censé se régénérer lentement mais, maintenant, on dirait qu'il va devenir beaucoup plus grand qu'il ne l'était auparavant.;Ja, aber meinst du nicht, dass wir ein wenig übertrieben haben? Er sollte sich langsam erholen, aber nun scheint er viel größer zu werden als zuvor.;Sí, pero, ¿no crees que quizá nos hayamos pasado? Se suponía que iba a regenerarse poco a poco, pero ahora parece que va a volverse mucho más grande de lo que era.;Sim, mas você não acha que exageramos? Ela deveria se regenerar lentamente, mas agora parece que vai ficar bem maior do que era antes.;是的，但你不认为我们可能做得太过分了吗？它本应该慢慢再生，但现在看起来它将会长得比之前大得多。;それはそうだが、やりすぎてはないだろうか。もっとゆっくりとしたペースで回復するのかと思っていたが、このままでは想定よりもさらに大型化することになる。;네. 그래도 너무 과한 것 같지 않나요? 원래는 천천히 재생되어야 하는 건데, 이제는 전보다 훨씬 더 커질 것 같습니다.
